2.79264	6.42518
2.79332	6.41238
2.79918	6.40098
2.81405	6.38081
2.83245	6.36438
2.85255	6.35007
2.87314	6.33763
2.89432	6.32622
2.91615	6.31614
2.93825	6.30665
2.98195	6.2894
3.02654	6.27461
3.07136	6.26055
3.11672	6.24832
3.1614	6.23665
3.20642	6.2264
3.25149	6.21632
3.2968	6.20745
3.34223	6.19913
3.38749	6.18994
3.43326	6.18378
3.47887	6.17659
3.52412	6.17045
3.56923	6.16332
3.61469	6.159
3.66004	6.15362
3.70549	6.1492
3.75082	6.14373
3.84191	6.13721
3.88749	6.13436
3.93298	6.13046
4.02424	6.12708
4.1155	6.12352
4.20682	6.12354
4.29967	6.12352
4.39243	6.12771
4.4388	6.12994
4.4851	6.13341
4.53138	6.13707
4.57752	6.14217
4.62454	6.1478
4.67131	6.15529
4.71793	6.16365
4.76403	6.17452
4.81091	6.18806
4.85634	6.20584
4.87842	6.21802
4.8992	6.23232
4.91619	6.25171
4.92252	6.26327
4.92357	6.27642
4.92289	6.28921
4.91703	6.30061
4.90215	6.32078
4.88375	6.33722
4.86366	6.35152
4.84307	6.36396
4.82189	6.37537
4.80005	6.38545
4.77795	6.39495
4.73425	6.4122
4.68966	6.42699
4.64484	6.44104
4.59949	6.45327
4.55481	6.46494
4.50978	6.47519
4.46472	6.48528
4.4194	6.49414
4.37397	6.50246
4.32872	6.51165
4.28295	6.51781
4.23733	6.525
4.19208	6.53115
4.14697	6.53827
4.10151	6.54259
4.05617	6.54797
4.01072	6.5524
3.96538	6.55786
3.87429	6.56439
3.82872	6.56723
3.78322	6.57113
3.69196	6.57451
3.60071	6.57807
3.50938	6.57806
3.41653	6.57807
3.32377	6.57389
3.2774	6.57166
3.23111	6.56819
3.18483	6.56452
3.13868	6.55942
3.09166	6.55379
3.0449	6.5463
2.99827	6.53795
2.95217	6.52707
2.9053	6.51354
2.85987	6.49575
2.83778	6.48358
2.81701	6.46927
2.80001	6.44988
2.79368	6.43832
