3.61631	5.97454
3.61629	5.94475
3.62443	5.91609
3.63268	5.88736
3.64961	5.86273
3.66649	5.83832
3.68933	5.81938
3.71245	5.801
3.7386	5.78729
3.764	5.77485
3.79086	5.76599
3.81786	5.75766
3.84561	5.75234
3.87336	5.74735
3.90146	5.74494
3.95775	5.74266
3.99522	5.74265
4.03251	5.74622
4.06982	5.74957
4.1067	5.75612
4.14363	5.76231
4.17993	5.77145
4.21635	5.78013
4.25199	5.79159
4.28775	5.8025
4.32259	5.81608
4.35765	5.82907
4.39163	5.84467
4.4259	5.85963
4.45891	5.87719
4.49229	5.89406
4.52419	5.91356
4.55715	5.93266
4.58831	5.95458
4.62006	5.97565
4.64961	5.9997
4.67995	6.02281
4.70753	6.04913
4.73615	6.07436
4.76118	6.10316
4.78813	6.131
4.80991	6.16304
4.83401	6.19351
4.85077	6.22855
4.87011	6.26256
4.87285	6.28207
4.88025	6.30034
4.88401	6.31973
4.89196	6.33781
4.89023	6.35743
4.89192	6.37706
4.89194	6.40685
4.8838	6.43551
4.87555	6.46424
4.85861	6.48887
4.84173	6.51328
4.81889	6.53223
4.79577	6.5506
4.76962	6.56431
4.74422	6.57675
4.71737	6.58561
4.69037	6.59394
4.66262	6.59926
4.63486	6.60425
4.60676	6.60666
4.55047	6.60894
4.513	6.60895
4.47571	6.60538
4.4384	6.60203
4.40152	6.59548
4.3646	6.58929
4.32829	6.58015
4.29187	6.57147
4.25623	6.56001
4.22047	6.5491
4.18563	6.53552
4.15057	6.52253
4.11659	6.50693
4.08232	6.49197
4.04931	6.47441
4.01594	6.45754
3.98404	6.43804
3.95107	6.41894
3.91992	6.39702
3.88816	6.37595
3.85861	6.3519
3.82828	6.32879
3.8007	6.30247
3.77207	6.27724
3.74704	6.24844
3.7201	6.22059
3.69831	6.18855
3.67421	6.15809
3.65745	6.12305
3.63812	6.08904
3.63538	6.06953
3.62798	6.05126
3.62421	6.03187
3.61627	6.01379
3.618	5.99417
