2.39983	6.4526
2.40076	6.43508
2.40878	6.41949
2.42914	6.39188
2.45432	6.36938
2.48182	6.3498
2.51001	6.33278
2.53899	6.31716
2.56888	6.30336
2.59912	6.29037
2.65893	6.26676
2.71997	6.24652
2.78131	6.22728
2.84339	6.21054
2.90454	6.19457
2.96617	6.18054
3.02784	6.16674
3.08987	6.1546
3.15204	6.14321
3.21398	6.13064
3.27663	6.12221
3.33906	6.11236
3.401	6.10396
3.46273	6.0942
3.52495	6.0883
3.58702	6.08093
3.64922	6.07487
3.71127	6.06739
3.83594	6.05846
3.89832	6.05457
3.96059	6.04923
4.08549	6.0446
4.21039	6.03974
4.33538	6.03975
4.46247	6.03973
4.58942	6.04546
4.65289	6.04851
4.71625	6.05326
4.7796	6.05828
4.84275	6.06526
4.90711	6.07296
4.97112	6.08321
5.03493	6.09465
5.09803	6.10953
5.16218	6.12806
5.22436	6.1524
5.25459	6.16906
5.28302	6.18864
5.30628	6.21518
5.31494	6.23101
5.31637	6.24899
5.31544	6.26651
5.30742	6.28211
5.28706	6.30971
5.26189	6.33221
5.23438	6.35179
5.2062	6.36881
5.17721	6.38443
5.14733	6.39823
5.11708	6.41122
5.05727	6.43483
4.99624	6.45508
4.93489	6.47431
4.87282	6.49105
4.81166	6.50702
4.75004	6.52105
4.68836	6.53486
4.62633	6.54699
4.56416	6.55838
4.50222	6.57096
4.43958	6.57938
4.37714	6.58923
4.31521	6.59764
4.25347	6.60739
4.19125	6.6133
4.12919	6.62066
4.06698	6.62672
4.00493	6.6342
3.88026	6.64313
3.81788	6.64702
3.75561	6.65236
3.63071	6.65699
3.50581	6.66186
3.38082	6.66184
3.25374	6.66186
3.12678	6.65613
3.06331	6.65308
2.99995	6.64833
2.93661	6.64332
2.87345	6.63633
2.80909	6.62863
2.74509	6.61838
2.68127	6.60694
2.61818	6.59206
2.55402	6.57354
2.49184	6.54919
2.46161	6.53253
2.43318	6.51295
2.40992	6.48642
2.40126	6.47059
