1.22e-04  0.00      0.00      0.00      0.00      0.00      0.00      0.00
0.00	  1.37e-04  0.00      0.00      0.00      0.00      0.00      0.00
0.00	  0.00      1.34e-04  0.00      0.00      0.00      0.00      0.00
0.00	  0.00      0.00      1.37e-04  0.00      0.00      0.00      0.00
0.00	  0.00      0.00      0.00      1.14e-04  0.00      0.00      0.00
0.00	  0.00      0.00      0.00      0.00      1.11e-04  0.00      0.00
0.00	  0.00      0.00      0.00      0.00      0.00      1.10e-04  0.00
0.00	  0.00      0.00      0.00      0.00      0.00      0.00      1.97e-04
