3.38117	5.90034
3.38114	5.85956
3.39228	5.82034
3.40357	5.78102
3.42675	5.74731
3.44985	5.7139
3.48111	5.68797
3.51276	5.66283
3.54855	5.64405
3.58331	5.62704
3.62006	5.6149
3.65702	5.6035
3.695	5.59623
3.73299	5.58939
3.77144	5.58609
3.84849	5.58297
3.89977	5.58296
3.95082	5.58785
4.00188	5.59243
4.05235	5.6014
4.10289	5.60987
4.15258	5.62238
4.20243	5.63425
4.25121	5.64994
4.30015	5.66487
4.34784	5.68346
4.39582	5.70124
4.44233	5.72259
4.48923	5.74307
4.53441	5.7671
4.58009	5.79018
4.62376	5.81688
4.66888	5.84301
4.71152	5.87302
4.75498	5.90186
4.79542	5.93478
4.83694	5.9664
4.87469	6.00243
4.91387	6.03696
4.94813	6.07638
4.985	6.11449
5.01482	6.15834
5.04781	6.20004
5.07074	6.248
5.09721	6.29454
5.10096	6.32125
5.11109	6.34625
5.11624	6.37279
5.12711	6.39754
5.12475	6.4244
5.12706	6.45126
5.12709	6.49204
5.11595	6.53126
5.10466	6.57058
5.08148	6.60429
5.05837	6.6377
5.02711	6.66363
4.99547	6.68877
4.95968	6.70755
4.92491	6.72456
4.88816	6.7367
4.8512	6.7481
4.81322	6.75537
4.77524	6.76222
4.73678	6.76551
4.65973	6.76863
4.60845	6.76864
4.55741	6.76375
4.50634	6.75917
4.45587	6.7502
4.40533	6.74173
4.35564	6.72922
4.30579	6.71734
4.25702	6.70166
4.20807	6.68672
4.16039	6.66814
4.1124	6.65036
4.06589	6.62901
4.01899	6.60853
3.97381	6.5845
3.92813	6.56141
3.88447	6.53472
3.83935	6.50858
3.79671	6.47858
3.75325	6.44974
3.7128	6.41682
3.67128	6.3852
3.63353	6.34916
3.59436	6.31463
3.5601	6.27522
3.52322	6.23711
3.49341	6.19326
3.46042	6.15156
3.43748	6.1036
3.41102	6.05706
3.40727	6.03035
3.39714	6.00534
3.39198	5.97881
3.38111	5.95406
3.38348	5.9272
