3.8659	6.0533
3.86589	6.03517
3.87085	6.01772
3.87587	6.00024
3.88618	5.98524
3.89645	5.97039
3.91035	5.95886
3.92442	5.94768
3.94034	5.93933
3.9558	5.93176
3.97215	5.92636
3.98858	5.92129
4.00547	5.91806
4.02236	5.91502
4.03947	5.91355
4.07373	5.91216
4.09653	5.91216
4.11923	5.91433
4.14194	5.91637
4.16439	5.92036
4.18686	5.92412
4.20896	5.92969
4.23113	5.93497
4.25282	5.94194
4.27459	5.94859
4.29579	5.95685
4.31713	5.96476
4.33782	5.97425
4.35867	5.98336
4.37877	5.99405
4.39908	6.00431
4.4185	6.01619
4.43856	6.02781
4.45753	6.04115
4.47685	6.05397
4.49484	6.06862
4.5133	6.08268
4.53009	6.0987
4.54751	6.11406
4.56275	6.13159
4.57915	6.14853
4.59241	6.16804
4.60708	6.18658
4.61728	6.20791
4.62905	6.22861
4.63071	6.24048
4.63522	6.2516
4.63751	6.2634
4.64235	6.27441
4.64129	6.28635
4.64232	6.2983
4.64233	6.31643
4.63738	6.33388
4.63236	6.35136
4.62205	6.36636
4.61178	6.38121
4.59787	6.39274
4.5838	6.40392
4.56788	6.41227
4.55242	6.41984
4.53608	6.42524
4.51965	6.43031
4.50275	6.43354
4.48586	6.43658
4.46876	6.43805
4.43449	6.43944
4.41169	6.43944
4.38899	6.43727
4.36628	6.43523
4.34384	6.43124
4.32136	6.42747
4.29926	6.42191
4.2771	6.41663
4.2554	6.40966
4.23364	6.40301
4.21243	6.39475
4.19109	6.38684
4.17041	6.37735
4.14955	6.36824
4.12946	6.35755
4.10915	6.34729
4.08973	6.33541
4.06966	6.32379
4.0507	6.31045
4.03137	6.29762
4.01339	6.28298
3.99492	6.26892
3.97814	6.2529
3.96071	6.23754
3.94548	6.22001
3.92908	6.20306
3.91582	6.18356
3.90115	6.16502
3.89095	6.14369
3.87918	6.12299
3.87751	6.11111
3.87301	6.1
3.87072	6.0882
3.86588	6.07719
3.86693	6.06525
